Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp,Clicked on Ad,id,agegroup,weekday_name,month_name,hour
63.45,31.0,61840.26,207.17,Sharable reciprocal project,West Angelabury,1,Hong Kong,2016-04-08 22:40:55,0,5215,31-40,Friday,April,22
56.3,37.0,39031.89,181.02,Horizontal national architecture,Westshire,0,Lao People's Democratic Republic,2016-06-20 14:20:52,0,5216,31-40,Monday,June,14
45.48,29.0,53431.35,217.1,Multi-channeled scalable moratorium,Sarafurt,1,Congo,2016-01-01 15:14:24,1,5217,21-30,Friday,January,15
42.04,49.0,39031.89,195.69,Devolved human-resource circuit,Westshire,0,Netherlands,2016-04-04 20:01:12,1,5218,41-50,Monday,April,20
46.61,43.0,33601.84,157.04,Seamless optimal contingency,Port Katelynview,0,Bangladesh,2016-05-04 05:01:37,1,5219,41-50,Wednesday,May,5
44.4,30.0,57877.15,201.58,Synchronized systemic hierarchy,Kristinfurt,0,Qatar,2016-06-29 10:50:45,0,5220,21-30,Wednesday,June,10
66.08,46.0,58966.22,230.95,Synchronized dedicated service-desk,Lake Deannaborough,1,Vanuatu,2016-07-09 11:04:54,0,5221,41-50,Saturday,July,11
60.23,43.0,60575.99,198.45,Optimized upward-trending productivity,Wilcoxport,1,Eritrea,2016-04-03 21:13:46,1,5222,41-50,Sunday,April,21
46.61,50.0,73538.09,163.48,Focused coherent success,Port Jeffrey,0,Northern Mariana Islands,2016-04-03 21:13:46,1,5223,41-50,Sunday,April,21
79.52,51.0,74535.94,130.41,Vision-oriented real-time framework,Lake Jennifer,0,Malta,2016-07-13 01:48:46,1,5224,51-60,Wednesday,July,1
76.81,28.0,67669.06,217.37,Synchronized user-facing core,Kennedyfurt,1,Luxembourg,2016-04-21 19:56:24,0,5225,21-30,Thursday,April,19
52.68,39.0,65953.76,165.52,Optional full-range projection,West Angelabury,1,French Polynesia,2016-04-08 22:40:55,0,5226,31-40,Friday,April,22
49.21,29.0,69718.19,153.76,Cross-group systemic customer loyalty,South Troy,0,Uganda,2016-01-27 18:25:42,1,5227,21-30,Wednesday,January,18
67.56,28.0,67301.39,161.16,Organized global flexibility,Markhaven,1,Luxembourg,2016-04-08 22:40:55,1,5228,21-30,Friday,April,22
66.08,55.0,57014.84,187.76,Function-based context-sensitive secured line,Hubbardmouth,0,Tonga,2016-01-15 22:49:45,1,5229,51-60,Friday,January,22
42.04,28.0,53058.91,258.62,Business-focused background synergy,Westshire,0,Poland,2016-05-08 22:24:27,1,5230,21-30,Sunday,May,22
71.84,39.0,23936.86,258.62,Horizontal national architecture,Westshire,0,Micronesia,2016-05-08 22:24:27,1,5231,31-40,Sunday,May,22
76.58,46.0,54286.1,191.82,Synchronized multi-tasking ability,New Taylorburgh,0,Cameroon,2016-06-17 20:18:27,0,5232,41-50,Friday,June,20
59.51,40.0,27086.4,117.3,Visionary maximized process improvement,West Angelabury,1,Gambia,2016-04-22 00:28:18,1,5233,31-40,Friday,April,0
40.47,35.0,39840.55,223.03,Proactive 5thgeneration frame,West Roytown,0,Saint Vincent and the Grenadines,2016-02-03 07:59:16,1,5234,31-40,Wednesday,February,7
39.36,42.0,60514.05,120.75,Innovative interactive portal,Robertbury,0,Croatia,2016-04-06 11:24:21,0,5235,41-50,Wednesday,April,11
55.6,35.0,73889.99,182.2,User-centric intangible contingency,Wrightburgh,0,Niger,2016-06-11 06:47:55,0,5236,31-40,Saturday,June,6
59.22,41.0,39799.73,116.53,Intuitive exuding service-desk,Garciatown,0,Lao People's Democratic Republic,2016-03-20 02:44:13,0,5237,41-50,Sunday,March,2
75.42,26.0,35521.88,131.68,Stand-alone eco-centric system engine,Shelbyport,1,Andorra,2016-03-11 06:49:10,0,5238,21-30,Friday,March,6
71.33,39.0,23936.86,138.87,Intuitive exuding service-desk,Westshire,0,Bahrain,2016-05-08 22:24:27,1,5239,31-40,Sunday,May,22
84.76,40.0,40468.53,167.22,Distributed leadingedge orchestration,South Kyle,0,Cameroon,2016-01-17 18:45:55,0,5240,31-40,Sunday,January,18
59.05,48.0,52736.33,148.61,Function-based context-sensitive secured line,Burgessside,1,Turkey,2016-07-17 01:13:56,1,5241,41-50,Sunday,July,1
45.01,26.0,56683.32,207.17,De-engineered tertiary secured line,East Kevinbury,1,Puerto Rico,2016-05-19 11:16:59,0,5242,21-30,Thursday,May,11
74.15,28.0,71222.4,204.79,Inverse local hub,Amandahaven,0,Venezuela,2016-06-15 11:56:41,0,5243,21-30,Wednesday,June,11
37.0,32.0,70492.6,229.99,Realigned reciprocal framework,North Daniel,1,Saudi Arabia,2016-06-16 02:01:24,1,5244,31-40,Thursday,June,2
80.47,43.0,59886.58,110.66,Focused coherent success,Edwardmouth,1,Luxembourg,2016-03-06 11:36:06,0,5245,41-50,Sunday,March,11
55.6,35.0,49995.63,236.87,Business-focused real-time toolset,West Aprilport,0,Cameroon,2016-07-18 01:36:37,0,5246,31-40,Monday,July,1
75.15,33.0,51772.58,204.02,Enterprise-wide local matrices,New Taylorburgh,1,Vanuatu,2016-03-02 04:02:45,0,5247,31-40,Wednesday,March,4
55.6,35.0,73889.99,143.79,Enterprise-wide tangible model,West Angelabury,1,Hong Kong,2016-01-14 16:30:38,0,5248,31-40,Thursday,January,16
37.87,38.0,57868.44,130.83,Optimized upward-trending productivity,Stewartbury,1,Western Sahara,2016-01-23 18:59:21,1,5249,31-40,Saturday,January,18
78.84,35.0,60223.52,219.94,Profound zero administration instruction set,Chrismouth,0,Montenegro,2016-01-12 03:28:31,0,5250,31-40,Tuesday,January,3
80.46,24.0,64698.58,167.22,Digitized content-based circuit,East Carlos,0,Qatar,2016-06-23 00:16:02,0,5251,21-30,Thursday,June,0
82.07,41.0,57846.68,236.87,Robust uniform framework,West Casey,0,Cuba,2016-05-13 11:57:12,1,5252,41-50,Friday,May,11
49.21,25.0,49850.52,241.03,Customizable multi-tasking website,North Ronaldshire,0,Bulgaria,2016-01-16 11:35:01,0,5253,21-30,Saturday,January,11
41.73,28.0,55121.65,217.37,Organized global flexibility,Markhaven,1,Luxembourg,2016-07-21 10:01:50,0,5254,21-30,Thursday,July,10
80.3,49.0,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,2016-04-04 20:01:12,1,5255,41-50,Monday,April,20
39.85,24.0,47258.59,182.2,Vision-oriented attitude-oriented Internet solution,Williamsport,0,Peru,2016-06-29 02:48:44,1,5256,21-30,Wednesday,June,2
39.96,45.0,59886.58,174.88,Reactive upward-trending migration,Micheletown,0,Nicaragua,2016-06-29 13:35:05,1,5257,41-50,Wednesday,June,13
74.54,42.0,58953.01,236.87,Innovative interactive portal,Hubbardmouth,0,Czech Republic,2016-04-06 11:24:21,1,5258,41-50,Wednesday,April,11
79.52,50.0,43974.49,123.13,Realigned content-based leverage,New Tammy,1,Malawi,2016-03-20 08:22:50,1,5259,41-50,Sunday,March,8
47.48,29.0,69646.35,216.49,Mandatory coherent groupware,East Carlos,0,Burundi,2016-06-12 21:21:53,0,5261,21-30,Sunday,June,21
80.3,60.0,59448.44,209.93,Profit-focused attitude-oriented task-force,East Tiffanyport,0,Antigua and Barbuda,2016-04-15 15:07:17,1,5262,51-60,Friday,April,15
68.01,40.0,66504.16,167.22,Networked responsive application,Whiteport,0,Malaysia,2016-03-31 20:55:22,0,5263,31-40,Thursday,March,20
66.79,40.0,27086.4,111.94,Business-focused transitional solution,Holderville,1,Portugal,2016-05-30 20:08:51,1,5264,31-40,Monday,May,20
50.33,28.0,53058.91,124.44,Realigned intangible benchmark,Jamiefort,0,Venezuela,2016-01-05 11:53:17,0,5265,21-30,Tuesday,January,11
60.83,29.0,53431.35,158.56,Cloned object-oriented benchmark,New Brandy,1,Micronesia,2016-03-24 02:01:55,1,5266,21-30,Thursday,March,2
78.7,33.0,56782.18,221.98,Customizable tangible hierarchy,Novaktown,1,Vanuatu,2016-07-09 11:04:54,0,5267,31-40,Saturday,July,11
35.49,37.0,53058.91,110.84,Devolved human-resource circuit,Westshire,0,Uruguay,2016-05-06 21:07:31,1,5268,31-40,Friday,May,21
82.07,38.0,62657.53,212.38,Advanced modular Local Area Network,Burgessside,0,Russian Federation,2016-02-03 23:47:56,1,5269,31-40,Wednesday,February,23
56.16,40.0,41232.89,117.3,Total 5thgeneration standardization,Brianland,1,Denmark,2016-07-14 22:43:29,1,5270,31-40,Thursday,July,22
72.88,45.0,67575.12,174.88,Pre-emptive next generation Internet solution,Pearsonfort,0,Tajikistan,2016-01-17 15:10:31,1,5271,41-50,Sunday,January,15
52.84,42.0,43241.19,199.43,Innovative interactive portal,Hubbardmouth,1,Czech Republic,2016-07-19 12:05:58,1,5272,41-50,Tuesday,July,12
38.37,36.0,32549.95,141.52,Decentralized attitude-oriented interface,North Randy,0,El Salvador,2016-03-12 07:18:36,1,5273,31-40,Saturday,March,7
86.06,35.0,51119.93,226.54,Polarized modular function,Kyleborough,1,Moldova,2016-01-26 02:47:17,1,5274,31-40,Tuesday,January,2
79.81,42.0,60514.05,178.75,Enhanced optimizing website,Lake Jennifer,0,Czech Republic,2016-04-06 11:24:21,1,5275,41-50,Wednesday,April,11
51.56,36.0,29398.61,140.46,Managed grid-enabled standardization,North Randy,0,Bulgaria,2016-07-06 05:34:52,0,5276,31-40,Wednesday,July,5
81.75,52.0,33951.63,195.69,Customizable tangible hierarchy,Shawnside,1,Portugal,2016-07-19 08:32:10,1,5277,51-60,Tuesday,July,8
60.83,32.0,69481.85,118.27,Public-key bi-directional Graphical User Interface,North Daniel,1,Saudi Arabia,2016-07-13 11:41:29,1,5278,31-40,Wednesday,July,11
69.62,34.0,59785.94,160.03,Function-based incremental standardization,Lake Amy,0,Brunei Darussalam,2016-02-27 08:52:50,0,5279,31-40,Saturday,February,8
81.75,33.0,19345.36,215.18,Stand-alone well-modulated product,East Carlos,0,Indonesia,2016-03-09 00:41:46,0,5280,31-40,Wednesday,March,0
50.19,32.0,38609.2,172.83,Focused upward-trending core,Lisafort,1,Latvia,2016-04-28 22:54:37,0,5281,31-40,Thursday,April,22
46.61,44.0,64011.26,163.48,Reverse-engineered maximized focus group,North Kimberly,0,Bangladesh,2016-07-21 10:54:35,1,5282,41-50,Thursday,July,10
70.29,24.0,52252.91,182.2,Up-sized 6thgeneration moratorium,West Ricardo,0,Poland,2016-01-12 21:17:15,1,5283,21-30,Tuesday,January,21
57.24,19.0,55015.08,204.02,Adaptive contextually-based methodology,New Taylorburgh,1,Vanuatu,2016-02-09 05:28:18,0,5284,<20,Tuesday,February,5
51.24,36.0,70592.81,140.46,Multi-layered fresh-thinking neural-net,Garciatown,0,Montenegro,2016-04-04 22:00:15,0,5285,31-40,Monday,April,22
56.39,46.0,58966.22,231.95,Proactive actuating Graphical User Interface,Shelbyport,1,Switzerland,2016-02-09 05:28:18,1,5286,41-50,Tuesday,February,5
68.01,33.0,58966.22,133.2,Triple-buffered reciprocal time-frame,Lake Deannaborough,1,Sri Lanka,2016-06-12 21:21:53,0,5287,31-40,Sunday,June,21
51.87,19.0,58966.22,195.69,Managed client-server access,South Cynthiashire,1,Portugal,2016-01-05 16:26:44,0,5288,<20,Tuesday,January,16
55.6,54.0,53188.69,182.2,Virtual scalable secured line,Olsonstad,0,Lebanon,2016-03-31 20:55:22,1,5289,51-60,Thursday,March,20
82.07,43.0,73538.09,157.04,Optimized upward-trending productivity,Port Jeffrey,1,Northern Mariana Islands,2016-04-03 21:13:46,1,5290,41-50,Sunday,April,21
60.23,43.0,73538.09,163.48,Optimized upward-trending productivity,North Kimberly,0,Bangladesh,2016-02-12 10:39:10,1,5291,41-50,Friday,February,10
52.67,31.0,61840.26,207.17,Sharable reciprocal project,West Angelabury,1,Singapore,2016-06-16 02:01:24,0,5292,31-40,Thursday,June,2
55.6,54.0,61228.96,161.16,Profit-focused attitude-oriented task-force,Westshire,0,Czech Republic,2016-01-16 23:37:51,1,5293,51-60,Saturday,January,23
41.73,42.0,47258.59,199.43,Right-sized mobile initiative,Hubbardmouth,0,Czech Republic,2016-04-06 11:24:21,1,5294,41-50,Wednesday,April,11
55.6,24.0,52252.91,182.2,Up-sized 6thgeneration moratorium,Garciaside,0,Lebanon,2016-01-16 23:37:51,1,5295,21-30,Saturday,January,23
68.18,28.0,71222.4,217.37,Intuitive exuding service-desk,Westshire,0,American Samoa,2016-02-29 23:56:06,1,5296,21-30,Monday,February,23
79.52,44.0,50723.67,226.69,Future-proofed fresh-thinking conglomeration,Isaacborough,0,Montenegro,2016-01-12 03:28:31,0,5297,41-50,Tuesday,January,3
62.26,32.0,55424.24,178.92,Business-focused transitional solution,Lisafort,1,Ghana,2016-01-09 03:45:19,0,5298,31-40,Saturday,January,3
48.03,40.0,44248.52,221.98,Synergized coherent interface,Youngfort,1,Belize,2016-05-08 22:24:27,1,5299,31-40,Sunday,May,22
86.06,35.0,73889.99,226.54,Front-line dynamic model,Costaburgh,1,Bolivia,2016-01-17 18:45:55,0,5300,31-40,Sunday,January,18
70.03,26.0,63430.33,203.84,Persistent even-keeled application,Melissastad,1,Puerto Rico,2016-02-26 01:18:44,0,5301,21-30,Friday,February,1
55.6,36.0,59240.24,140.46,Up-sized incremental encryption,North Brandon,0,Senegal,2016-07-06 05:34:52,0,5302,31-40,Wednesday,July,5
40.42,45.0,59610.81,137.24,Enhanced homogeneous moderator,Wintersfort,1,Bosnia and Herzegovina,2016-03-05 12:03:41,1,5303,41-50,Saturday,March,12
54.39,34.0,34191.23,160.03,Cloned explicit middleware,Hawkinsbury,1,Hungary,2016-03-11 00:05:48,1,5304,31-40,Friday,March,0
85.26,32.0,55424.24,172.83,Focused upward-trending core,Lisafort,0,Chile,2016-04-28 22:54:37,0,5305,31-40,Thursday,April,22
55.6,39.0,38067.08,124.44,Phased hybrid superstructure,Vanessaview,0,Peru,2016-02-29 19:26:35,0,5306,31-40,Monday,February,19
59.22,28.0,53058.91,161.58,Team-oriented executive core,Reyesfurt,0,Liberia,2016-01-14 14:00:09,1,5307,21-30,Thursday,January,14
89.34,32.0,70505.06,172.83,Up-sized 6thgeneration moratorium,Hernandezside,0,Serbia,2016-06-09 21:43:05,1,5308,31-40,Thursday,June,21
53.92,28.0,49282.87,120.49,Organized global flexibility,Pottermouth,1,Luxembourg,2016-05-19 11:16:59,0,5309,21-30,Thursday,May,11
81.75,35.0,25603.93,236.87,Vision-oriented attitude-oriented Internet solution,West Jessicahaven,0,Austria,2016-06-11 09:37:52,1,5310,31-40,Saturday,June,9
71.84,42.0,60514.05,120.75,Automated mobile model,Robertbury,0,French Guiana,2016-04-06 11:24:21,0,5311,41-50,Wednesday,April,11
88.04,41.0,57846.68,231.91,Down-sized background groupware,Port Jodi,0,Bulgaria,2016-05-25 20:10:02,1,5312,41-50,Wednesday,May,20
41.89,31.0,55121.65,250.2,User-centric composite contingency,Robertbury,0,Timor-Leste,2016-01-03 07:13:53,0,5313,31-40,Sunday,January,7
80.31,28.0,47258.59,217.37,Centralized logistical secured line,Reyesfurt,0,Czech Republic,2016-01-27 12:38:16,1,5314,21-30,Wednesday,January,12
40.47,39.0,42993.48,236.87,Business-focused real-time toolset,Jacquelineshire,1,Myanmar,2016-04-07 15:18:10,0,5315,31-40,Thursday,April,15
55.6,39.0,38067.08,138.87,Intuitive exuding service-desk,Westshire,0,Liberia,2016-02-29 23:56:06,0,5316,31-40,Monday,February,23
54.88,40.0,41232.89,120.06,Exclusive neutral parallelism,Williamsport,0,Greece,2016-05-25 20:10:02,1,5317,31-40,Wednesday,May,20
36.56,52.0,33951.63,186.37,Self-enabling local strategy,New Sean,0,Belgium,2016-04-04 08:19:54,1,5318,51-60,Monday,April,8
79.81,42.0,62161.26,120.75,Virtual 5thgeneration neural-net,Robertbury,0,Venezuela,2016-07-03 09:22:30,0,5319,41-50,Sunday,July,9
59.88,41.0,55121.65,150.83,Extended systemic policy,Port Calvintown,1,Singapore,2016-02-26 01:18:44,0,5320,41-50,Friday,February,1
47.48,29.0,56113.37,208.05,Mandatory coherent groupware,Wilsonburgh,0,Georgia,2016-01-16 16:40:30,0,5321,21-30,Saturday,January,16
47.64,29.0,69646.35,198.5,Programmable uniform website,South Cynthiashire,1,Australia,2016-06-12 21:21:53,0,5322,21-30,Sunday,June,21
57.99,49.0,45632.51,168.34,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,2016-07-13 07:41:42,1,5323,41-50,Wednesday,July,7
89.05,48.0,70053.27,187.76,Function-based context-sensitive secured line,Hubbardmouth,1,Turkey,2016-01-15 22:49:45,1,5324,41-50,Friday,January,22
78.79,35.0,73889.99,226.54,Total cohesive moratorium,Lake Nicole,1,Hong Kong,2016-07-02 20:23:15,0,5325,31-40,Saturday,July,20
81.98,34.0,43974.49,140.67,Function-based incremental standardization,New Thomas,1,Equatorial Guinea,2016-02-28 18:52:44,1,5326,31-40,Sunday,February,18
55.6,29.0,72203.96,230.18,Sharable reciprocal project,West Terrifurt,1,Gibraltar,2016-01-26 02:47:17,0,5327,21-30,Tuesday,January,2
55.6,54.0,38609.2,177.55,Configurable 24/7 hub,Blairborough,0,Saint Pierre and Miquelon,2016-03-31 20:55:22,1,5328,51-60,Thursday,March,20
40.42,32.0,69481.85,178.92,Business-focused transitional solution,Lisafort,1,Lebanon,2016-01-09 03:45:19,1,5329,31-40,Saturday,January,3
83.71,38.0,57868.44,131.55,Synergistic reciprocal attitude,Stewartbury,1,Western Sahara,2016-03-14 14:13:05,1,5330,31-40,Monday,March,14
75.55,24.0,52252.91,182.2,Fully-configurable high-level implementation,West Ricardo,0,Algeria,2016-01-03 16:01:40,1,5331,21-30,Sunday,January,16
60.23,50.0,39616.0,122.31,Reverse-engineered maximized focus group,Lake Jennifer,0,Cambodia,2016-07-13 01:48:46,1,5332,41-50,Wednesday,July,1
54.97,46.0,33951.63,231.95,Persevering needs-based open architecture,Richardsonshire,1,Switzerland,2016-02-09 05:28:18,1,5333,41-50,Tuesday,February,5
57.99,39.0,42993.48,187.64,Organized global flexibility,Claytonside,1,Guinea,2016-04-04 20:01:12,0,5334,31-40,Monday,April,20
51.24,54.0,53188.69,269.96,Virtual scalable secured line,Port Destiny,1,Liechtenstein,2016-01-08 09:32:26,1,5335,51-60,Friday,January,9
55.6,24.0,52252.91,182.2,Decentralized real-time circuit,West James,0,Algeria,2016-03-18 13:22:35,0,5336,21-30,Friday,March,13
35.61,29.0,69718.19,167.22,Front-line dynamic model,Evansfurt,0,Cameroon,2016-05-03 16:02:50,0,5337,21-30,Tuesday,May,16
80.3,60.0,59448.44,198.5,Grass-roots mission-critical emulation,East Tiffanyport,0,Belgium,2016-01-14 00:23:10,1,5338,51-60,Thursday,January,0
54.08,39.0,38067.08,124.44,Intuitive exuding service-desk,Garciatown,0,Bahrain,2016-06-11 06:47:55,0,5339,31-40,Saturday,June,6
55.6,32.0,55424.24,178.92,Business-focused transitional solution,Lisafort,1,Chile,2016-03-31 20:55:22,0,5340,31-40,Thursday,March,20
51.24,36.0,29398.61,140.46,Face-to-face analyzing encryption,North Randy,0,Mexico,2016-01-27 18:25:42,1,5341,31-40,Wednesday,January,18
78.79,36.0,59240.24,238.06,Front-line bandwidth-monitored capacity,Hatfieldshire,1,Qatar,2016-04-13 13:04:47,0,5342,31-40,Wednesday,April,13
74.07,39.0,66412.04,194.37,Seamless cohesive conglomeration,West Melaniefurt,1,Belize,2016-02-09 07:21:25,1,5343,31-40,Tuesday,February,7
55.55,36.0,76003.47,141.52,Decentralized attitude-oriented interface,Jessicastad,1,Belize,2016-01-03 16:01:40,1,5344,31-40,Sunday,January,16
66.12,28.0,23936.86,217.37,Digitized content-based circuit,Reyesfurt,0,Gabon,2016-01-08 22:47:10,0,5345,21-30,Friday,January,22
71.33,39.0,38067.08,128.62,Intuitive exuding service-desk,Garciaside,0,Senegal,2016-02-26 19:48:23,0,5346,31-40,Friday,February,19
80.51,50.0,43974.49,123.13,Function-based context-sensitive secured line,West Dennis,0,Heard Island and McDonald Islands,2016-01-09 04:53:22,1,5347,41-50,Saturday,January,4
66.08,33.0,39616.0,162.03,Synchronized multi-tasking ability,Anthonyfurt,0,Indonesia,2016-06-10 11:31:33,0,5348,31-40,Friday,June,11
56.16,45.0,69428.73,174.88,Secured 24hour policy,Greerport,0,Taiwan,2016-05-10 17:13:47,1,5349,41-50,Tuesday,May,17
78.7,46.0,40468.53,146.19,Automated multi-state toolset,Silvaton,0,Greece,2016-05-12 21:32:06,1,5350,41-50,Thursday,May,21
81.22,41.0,57846.68,126.39,Face-to-face even-keeled website,West Lisa,0,El Salvador,2016-03-14 14:13:05,1,5351,41-50,Monday,March,14
59.05,43.0,73538.09,198.45,Reverse-engineered maximized focus group,Port Jeffrey,1,Northern Mariana Islands,2016-02-28 06:41:44,1,5352,41-50,Sunday,February,6
65.77,23.0,42162.9,211.38,Phased clear-thinking encoding,Hubbardmouth,1,Czech Republic,2016-05-19 14:30:17,1,5353,21-30,Thursday,May,14
85.26,36.0,61004.51,178.92,Organized upward-trending contingency,Hatfieldshire,1,Senegal,2016-05-23 00:32:54,0,5354,31-40,Monday,May,0
49.21,27.0,58966.22,193.29,Programmable uniform website,Olsonside,0,Spain,2016-07-03 04:11:40,0,5355,21-30,Sunday,July,4
55.6,39.0,48335.2,255.61,Versatile transitional monitoring,Garciaside,0,French Guiana,2016-01-03 16:01:40,1,5356,31-40,Sunday,January,16
79.54,41.0,50628.31,126.39,Synergistic reciprocal attitude,New Tina,1,Turkey,2016-05-31 23:42:26,1,5357,41-50,Tuesday,May,23
56.39,46.0,54286.1,200.71,Configurable tertiary capability,East Brittanyville,0,Brazil,2016-01-05 12:59:07,0,5358,41-50,Tuesday,January,12
46.61,42.0,60514.05,236.87,Robust logistical utilization,Hubbardmouth,0,Rwanda,2016-04-06 11:24:21,1,5359,41-50,Wednesday,April,11
53.92,39.0,32549.95,165.62,Cloned object-oriented benchmark,New Brandy,1,Ethiopia,2016-02-09 07:21:25,1,5360,31-40,Tuesday,February,7
65.59,31.0,51739.63,212.87,Optional full-range projection,New Michael,1,Bosnia and Herzegovina,2016-02-06 23:08:57,0,5361,31-40,Saturday,February,23
69.62,34.0,59785.94,160.03,Cloned explicit middleware,Randolphport,1,Namibia,2016-02-27 08:52:50,0,5362,31-40,Saturday,February,8
44.4,30.0,58677.69,176.98,Seamless optimal contingency,Reyesfurt,0,Bolivia,2016-07-20 13:21:37,1,5363,21-30,Wednesday,July,13
59.05,34.0,51171.23,187.09,Team-oriented transitional methodology,Lake Amy,1,Hungary,2016-03-11 00:05:48,0,5364,31-40,Friday,March,0
55.6,24.0,52252.91,167.22,Upgradable heuristic system engine,West Pamela,0,Algeria,2016-03-30 16:15:59,0,5365,21-30,Wednesday,March,16
74.54,41.0,57846.68,137.24,Down-sized background groupware,Morganport,0,Bulgaria,2016-05-31 23:42:26,1,5366,41-50,Tuesday,May,23
50.43,33.0,56782.18,122.31,Synchronized multi-tasking ability,Silvaton,0,Greece,2016-05-12 21:32:06,1,5367,31-40,Thursday,May,21
70.09,38.0,57868.44,122.04,Customizable homogeneous contingency,Stewartbury,1,Western Sahara,2016-07-17 01:13:56,1,5368,31-40,Sunday,July,1
74.54,24.0,59144.02,182.2,Distributed tertiary system engine,Robertbury,0,Madagascar,2016-06-10 10:11:00,1,5369,21-30,Friday,June,10
80.72,31.0,63296.87,187.76,Robust uniform framework,Andrewmouth,1,Reunion,2016-03-08 18:00:43,0,5370,31-40,Tuesday,March,18
44.78,38.0,57868.44,130.83,Synergized clear-thinking protocol,Stewartbury,1,Western Sahara,2016-06-16 03:17:45,1,5371,31-40,Thursday,June,3
65.65,30.0,74535.94,140.46,De-engineered attitude-oriented projection,South Adamhaven,0,Qatar,2016-01-05 20:58:42,0,5372,21-30,Tuesday,January,20
42.04,29.0,69718.19,200.71,Front-line dynamic model,Christinetown,0,Burundi,2016-03-09 00:41:46,0,5373,21-30,Wednesday,March,0
52.68,35.0,67307.43,114.69,Universal 24/7 implementation,Robinsonland,1,Hong Kong,2016-07-08 03:47:41,0,5374,31-40,Friday,July,3
90.97,24.0,52252.91,182.2,Up-sized 6thgeneration moratorium,West James,0,Bahrain,2016-02-02 08:55:26,0,5375,21-30,Tuesday,February,8
75.55,36.0,59240.24,204.56,Operative stable moderator,Destinyfurt,1,Senegal,2016-07-08 03:47:41,0,5376,31-40,Friday,July,3
80.3,37.0,39031.89,205.84,Managed 6thgeneration hierarchy,Reyesfurt,1,Netherlands,2016-06-05 07:54:30,1,5377,31-40,Sunday,June,7
51.24,36.0,61610.05,140.46,Versatile transitional monitoring,North Randy,0,Australia,2016-01-16 23:37:51,1,5378,31-40,Saturday,January,23
73.72,36.0,76003.47,140.46,Versatile transitional monitoring,Sanchezland,0,Uganda,2016-02-17 20:22:49,1,5379,31-40,Wednesday,February,20
55.6,35.0,42993.48,161.16,Total cohesive moratorium,Williamsport,1,Albania,2016-01-26 02:47:17,1,5380,31-40,Tuesday,January,2
71.84,31.0,56180.93,131.29,Optimized coherent Internet solution,Harmonhaven,0,Mexico,2016-07-08 17:14:01,0,5381,31-40,Friday,July,17
79.44,52.0,73049.3,178.92,Horizontal client-server database,Lisafort,1,Cuba,2016-01-18 02:51:13,0,5382,51-60,Monday,January,2
67.69,40.0,53898.89,130.86,Visionary asymmetric encryption,East Maureen,1,Ethiopia,2016-04-22 00:28:18,1,5383,31-40,Friday,April,0
82.07,50.0,72325.91,123.13,Realigned content-based leverage,North Samantha,1,Heard Island and McDonald Islands,2016-02-23 13:55:48,1,5384,41-50,Tuesday,February,13
68.88,23.0,60514.05,222.87,Function-based transitional complexity,Hubbardmouth,0,Serbia,2016-02-15 16:52:04,1,5385,21-30,Monday,February,16
80.3,52.0,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,2016-04-04 20:01:12,1,5386,51-60,Monday,April,20
54.88,22.0,31215.88,121.07,Profit-focused secondary portal,Sarahland,0,United States of America,2016-04-17 21:39:11,0,5387,21-30,Sunday,April,21
42.04,29.0,68448.94,195.69,Managed client-server access,Penatown,1,Australia,2016-01-05 16:26:44,0,5388,21-30,Tuesday,January,16
40.04,34.0,34191.23,160.03,Cloned explicit middleware,Kingshire,1,Equatorial Guinea,2016-03-11 00:05:48,0,5389,31-40,Friday,March,0
78.84,35.0,25603.93,236.87,User-centric intangible contingency,Wrightburgh,0,Ukraine,2016-02-22 07:04:05,0,5390,31-40,Monday,February,7
65.07,34.0,59785.94,160.03,Cloned explicit middleware,Hawkinsbury,0,Turkmenistan,2016-03-11 00:05:48,0,5391,31-40,Friday,March,0
80.31,23.0,55121.65,172.81,Realigned systematic function,Hubbardmouth,0,Singapore,2016-02-08 07:33:22,0,5392,21-30,Monday,February,7
59.22,37.0,39031.89,109.29,Seamless cohesive conglomeration,South Cynthiashire,1,Australia,2016-02-28 23:21:22,1,5393,31-40,Sunday,February,23
82.07,50.0,43974.49,123.13,Team-oriented dynamic forecast,Michelleside,0,Tonga,2016-01-09 04:53:22,1,5394,41-50,Saturday,January,4
66.08,34.0,59785.94,160.03,Function-based incremental standardization,Jamesville,0,Turkmenistan,2016-03-11 00:05:48,0,5395,31-40,Friday,March,0
86.06,35.0,42696.67,140.15,Upgradable optimizing toolset,Williamport,1,Moldova,2016-03-04 10:13:48,1,5396,31-40,Friday,March,10
55.6,54.0,48867.36,182.2,Virtual scalable secured line,West James,0,Guatemala,2016-03-31 20:55:22,1,5397,51-60,Thursday,March,20
75.55,36.0,70592.81,140.46,Managed grid-enabled standardization,Kimberlytown,1,Hong Kong,2016-07-08 03:47:41,0,5398,31-40,Friday,July,3
44.78,43.0,73538.09,121.28,Polarized tangible collaboration,Port Jeffrey,0,Bangladesh,2016-05-09 21:54:38,1,5399,41-50,Monday,May,21
